FSSAI_Chemical_Score,Quality_Score_0_100,Peroxidase_Activity,ENose_Sensor_S02,Formalin_Test,ENose_Sensor_S01,Formaldehyde_ppm,FFA_Linoleic_C18_2_pct,Adulteration_Index,Adulterated
99.76,97.37,1,0.2072,0,0.2945,0.0242,1.7818,0.0,0
100.0,95.78,1,0.2043,0,0.2616,0.0145,2.6404,0.0,0
99.64,86.85,1,0.285,0,0.2263,0.0165,3.386,0.0,0
100.0,97.97,1,0.2096,0,0.2905,0.0239,1.6585,0.0,0
100.0,96.09,1,0.2989,0,0.296,0.0039,3.4761,0.0316,0
100.0,88.6,1,0.2311,0,0.242,0.0039,2.6641,0.0,0
100.0,92.88,1,0.2866,0,0.2974,0.0408,3.748,0.0477,0
100.0,92.34,1,0.2604,0,0.2406,0.0189,2.4732,0.0,0
98.37,88.7,1,0.2867,0,0.2456,0.049,2.3327,0.0232,0
64.83,65.43,1,0.2456,0,0.274,0.0044,53.9938,0.6036,1
99.74,89.78,1,0.2983,0,0.2508,0.0468,3.2172,0.0248,0
97.24,92.52,1,0.2443,0,0.2339,0.0325,1.7298,0.0,0
100.0,90.12,1,0.2156,0,0.2515,0.0154,3.0666,0.0058,0
100.0,96.13,1,0.2664,0,0.2517,0.0133,3.2589,0.0402,0
98.13,96.46,1,0.2083,0,0.2,0.0478,2.7684,0.0,0
97.84,93.5,1,0.2406,0,0.2421,0.017,3.607,0.0,0
100.0,92.34,1,0.2938,0,0.2222,0.0263,3.9952,0.0039,0
100.0,95.51,1,0.2476,0,0.2522,0.0477,3.7195,0.0237,0
97.03,91.75,1,0.2469,0,0.2868,0.0103,3.4084,0.0109,0
100.0,97.62,1,0.2724,0,0.2954,0.0091,2.2637,0.0208,0
97.6,86.43,1,0.2858,0,0.2197,0.0108,2.6126,0.0261,0
100.0,92.59,1,0.2281,0,0.211,0.0118,1.5804,0.0,0
100.0,99.92,1,0.2633,0,0.2998,0.0352,2.1998,0.0005,0
99.38,97.64,1,0.2077,0,0.2295,0.0086,3.7319,0.0,0
97.49,90.58,1,0.2384,0,0.2664,0.002,2.9939,0.037,0
100.0,90.96,1,0.2429,0,0.2303,0.036,3.027,0.0109,0
100.0,95.31,1,0.2021,0,0.2275,0.0482,1.5429,0.0285,0
100.0,97.14,1,0.2814,0,0.2436,0.0273,2.402,0.0,0
100.0,88.85,1,0.2962,0,0.2258,0.0182,2.9728,0.0119,0
100.0,92.05,1,0.2542,0,0.2597,0.0015,3.6408,0.0,0
100.0,93.65,1,0.282,0,0.2765,0.0285,3.6543,0.0012,0
100.0,93.91,1,0.2365,0,0.2318,0.0164,2.3536,0.0,0
98.85,93.33,1,0.2319,0,0.2608,0.0325,2.9863,0.0,0
98.4,88.93,1,0.2535,0,0.2517,0.0478,1.5575,0.0,0
100.0,80.46,1,0.2809,0,0.238,0.0011,2.0729,0.0,0
100.0,90.55,1,0.2414,0,0.2335,0.0345,3.8706,0.0426,0
98.24,100.0,1,0.2441,0,0.2549,0.0337,3.3761,0.0,0
99.58,90.39,1,0.2064,0,0.2725,0.0297,1.872,0.0285,0
100.0,91.59,1,0.2384,0,0.2515,0.0364,3.3222,0.0355,0
99.44,91.84,1,0.2007,0,0.2123,0.0187,2.0045,0.0,0
99.31,92.77,1,0.2773,0,0.2893,0.0062,1.7525,0.02,0
100.0,97.84,1,0.2969,0,0.2449,0.0002,1.7041,0.0,0
100.0,95.73,1,0.2152,0,0.2153,0.02,2.9076,0.0291,0
99.39,87.47,1,0.2728,0,0.2617,0.0403,2.5501,0.0234,0
99.49,91.36,1,0.2417,0,0.2163,0.0295,2.9394,0.0465,0
100.0,93.05,1,0.2781,0,0.2612,0.0074,1.7506,0.0,0
100.0,85.88,1,0.2935,0,0.2459,0.0159,3.3211,0.0043,0
97.55,94.1,1,0.2128,0,0.2117,0.0332,3.5376,0.0,0
100.0,93.87,1,0.2298,0,0.2243,0.0463,2.0065,0.0048,0
98.33,92.87,1,0.2307,0,0.2373,0.0429,2.0962,0.0485,0
100.0,96.47,1,0.2102,0,0.2304,0.0316,2.5917,0.0089,0
97.76,90.09,1,0.2664,0,0.2636,0.0109,2.3267,0.0,0
98.91,93.98,1,0.2967,0,0.2255,0.0435,3.0412,0.0328,0
100.0,96.21,1,0.2081,0,0.2944,0.046,1.9614,0.034,0
100.0,89.6,1,0.2654,0,0.2591,0.0455,3.3609,0.0,0
99.82,94.64,1,0.2472,0,0.2853,0.0283,3.4389,0.0517,0
98.23,97.59,1,0.2605,0,0.2589,0.0436,3.3661,0.0302,0
98.97,96.88,1,0.2825,0,0.2193,0.0397,2.008,0.0162,0
100.0,92.57,1,0.2267,0,0.2513,0.0309,2.1664,0.0008,0
97.3,94.57,1,0.2076,0,0.2962,0.0491,2.7367,0.0,0
100.0,99.73,1,0.2484,0,0.2225,0.0122,2.8865,0.0,0
99.1,93.6,1,0.2195,0,0.2577,0.0312,2.2388,0.0,0
100.0,86.27,1,0.2332,0,0.2246,0.0013,2.3032,0.0,0
75.88,53.4,1,0.2429,0,0.2502,0.0225,2.858,0.6359,1
97.9,92.24,1,0.2846,0,0.228,0.0417,2.4532,0.0379,0
100.0,90.63,1,0.2643,0,0.2329,0.0118,2.3757,0.0353,0
98.88,91.31,1,0.2335,0,0.2966,0.0376,2.4269,0.0499,0
98.68,99.78,1,0.2085,0,0.2404,0.0381,3.5929,0.0367,0
99.71,91.75,1,0.2957,0,0.2144,0.0317,2.7855,0.0,0
100.0,95.11,1,0.2002,0,0.201,0.0447,2.9801,0.0361,0
98.81,95.34,1,0.2693,0,0.2877,0.0225,1.6346,0.0146,0
99.82,92.88,1,0.2003,0,0.268,0.0104,1.7763,0.0172,0
99.99,91.46,1,0.249,0,0.2016,0.0326,2.3877,0.0452,0
97.44,87.05,1,0.2143,0,0.2526,0.0474,2.5771,0.0,0
100.0,90.43,1,0.2043,0,0.2175,0.0315,3.8802,0.0,0
97.31,94.96,1,0.2791,0,0.2639,0.0439,2.9392,0.0052,0
100.0,93.7,1,0.2395,0,0.2856,0.0433,1.5398,0.0,0
99.85,86.38,1,0.2233,0,0.2244,0.0003,3.3369,0.0078,0
100.0,92.55,1,0.23,0,0.205,0.0039,3.1905,0.0407,0
100.0,93.44,1,0.2686,0,0.2184,0.0276,2.3059,0.0453,0
100.0,86.12,1,0.2225,0,0.2555,0.0428,2.8913,0.0024,0
100.0,94.43,1,0.2818,0,0.2589,0.0192,2.486,0.0366,0
100.0,87.89,1,0.2882,0,0.2705,0.0444,3.9866,0.0,0
100.0,88.53,1,0.2369,0,0.2486,0.0176,2.0632,0.0,0
100.0,94.73,1,0.2653,0,0.2839,0.0208,2.1455,0.0,0
73.44,62.31,1,0.2398,0,0.2472,0.0162,2.8812,0.699,1
99.84,98.97,1,0.206,0,0.2241,0.0221,3.4299,0.0128,0
100.0,79.88,1,0.2856,0,0.2819,0.0229,2.8592,0.0355,0
97.7,93.56,1,0.2899,0,0.2918,0.024,3.4339,0.0,0
97.12,95.19,1,0.2526,0,0.2277,0.0143,2.6828,0.0447,0
98.15,87.34,1,0.2147,0,0.2415,0.0193,2.6757,0.0499,0
98.84,86.22,1,0.2174,0,0.2142,0.0302,2.5692,0.0,0
98.49,91.93,1,0.2002,0,0.2084,0.0004,2.7341,0.0,0
98.62,94.37,1,0.2644,0,0.2354,0.0274,1.7099,0.0395,0
98.33,91.17,1,0.2269,0,0.2139,0.0009,3.9996,0.0325,0
97.33,88.44,1,0.216,0,0.213,0.0304,3.9282,0.009,0
97.92,95.76,1,0.2255,0,0.2888,0.0189,3.491,0.0,0
100.0,95.56,1,0.2011,0,0.2513,0.0232,2.8164,0.0064,0
100.0,89.76,1,0.2439,0,0.2333,0.0405,2.682,0.0,0
100.0,96.07,1,0.2748,0,0.215,0.0336,3.6983,0.0,0
97.1,94.75,1,0.2911,0,0.2762,0.0465,3.0514,0.0224,0
100.0,91.93,1,0.2247,0,0.2704,0.0123,3.932,0.0385,0
98.94,91.52,1,0.2975,0,0.2515,0.0199,2.5093,0.0,0
100.0,92.3,1,0.299,0,0.251,0.0111,3.0166,0.0214,0
99.01,98.83,1,0.2462,0,0.2215,0.009,3.206,0.0,0
97.34,85.68,1,0.2666,0,0.2417,0.0334,3.559,0.0371,0
100.0,86.95,1,0.2448,0,0.2392,0.0329,2.5405,0.0001,0
100.0,95.66,1,0.2014,0,0.2081,0.0246,2.5361,0.0,0
99.91,92.47,1,0.2166,0,0.2908,0.0073,2.6851,0.0,0
100.0,85.77,1,0.2124,0,0.2748,0.0284,3.9055,0.0205,0
99.47,96.26,1,0.2071,0,0.2238,0.0255,3.7735,0.0,0
100.0,90.57,1,0.2577,0,0.2744,0.0284,3.8563,0.0162,0
100.0,87.75,1,0.2786,0,0.2058,0.0224,2.334,0.0141,0
98.74,92.29,1,0.2178,0,0.2824,0.0041,3.2365,0.0,0
99.32,94.2,1,0.2559,0,0.231,0.0205,3.5932,0.049,0
97.23,94.9,1,0.2532,0,0.2767,0.0158,2.0562,0.0,0
98.83,93.34,1,0.25,0,0.2801,0.0135,2.132,0.0,0
100.0,88.53,1,0.2141,0,0.245,0.0331,2.5109,0.0269,0
28.96,69.13,0,0.7069,1,0.7461,2.995,3.7118,0.7736,1
97.81,90.88,1,0.2094,0,0.2654,0.0487,1.9034,0.0,0
100.0,86.88,1,0.29,0,0.2316,0.0317,3.9752,0.0452,0
97.56,98.45,1,0.2155,0,0.2892,0.0149,1.5281,0.0425,0
100.0,90.17,1,0.2146,0,0.2349,0.0267,2.0769,0.0157,0
51.54,73.76,0,0.214,0,0.2712,0.0317,2.2251,0.6419,1
98.99,95.82,1,0.2395,0,0.2596,0.0205,3.7594,-0.0,0
97.51,87.82,1,0.2333,0,0.2287,0.0319,2.187,0.0,0
100.0,94.35,1,0.201,0,0.2596,0.0409,3.7752,0.0217,0
100.0,95.2,1,0.2452,0,0.2578,0.0315,2.078,0.0,0
97.04,94.32,1,0.268,0,0.2127,0.0085,3.7744,0.0327,0
99.14,96.72,1,0.2383,0,0.2587,0.0162,1.5968,0.0164,0
98.54,91.23,1,0.2668,0,0.2618,0.0482,2.6459,0.0,0
100.0,95.58,1,0.2277,0,0.2638,0.0181,3.296,0.0011,0
99.88,93.27,1,0.2657,0,0.2317,0.0415,3.8624,0.0,0
60.56,57.17,1,0.2374,0,0.2447,0.007,1.8574,0.6655,1
100.0,87.6,1,0.2287,0,0.2797,0.0493,3.1591,0.0403,0
100.0,99.19,1,0.2463,0,0.2755,0.0106,2.1867,0.0,0
99.24,98.92,1,0.2863,0,0.2729,0.0481,3.6837,0.0272,0
100.0,99.86,1,0.2424,0,0.2829,0.0025,3.6515,0.0,0
100.0,92.93,1,0.2503,0,0.2766,0.0288,1.8198,0.0471,0
54.63,49.78,0,0.7388,1,0.768,1.768,2.1663,0.7574,1
100.0,84.67,1,0.2443,0,0.2303,0.0323,2.0909,0.0118,0
98.72,98.25,1,0.2804,0,0.2906,0.045,3.3088,0.0,0
100.0,89.06,1,0.281,0,0.248,0.0149,1.6259,0.0007,0
98.57,88.9,1,0.2916,0,0.2651,0.0201,2.7835,0.002,0
100.0,97.85,1,0.2634,0,0.2306,0.0023,3.776,0.0036,0
100.0,96.45,1,0.2,0,0.2926,0.0288,1.9202,0.0389,0
100.0,89.81,1,0.2803,0,0.2073,0.0302,3.2437,0.0448,0
97.67,89.87,1,0.2973,0,0.2958,0.0309,2.5483,0.003,0
99.53,95.62,1,0.2331,0,0.2874,0.0457,2.6793,0.0402,0
100.0,96.25,1,0.2669,0,0.2864,0.0046,2.1708,0.0,0
100.0,86.63,1,0.2272,0,0.2073,0.0236,2.3695,0.0428,0
100.0,91.91,1,0.2343,0,0.2861,0.0148,3.1326,0.0,0
97.58,95.5,1,0.26,0,0.278,0.0122,2.279,0.0,0
99.92,95.63,1,0.2801,0,0.2901,0.0168,2.0999,0.0447,0
97.13,90.13,1,0.2525,0,0.2798,0.0469,1.8187,0.0413,0
99.91,96.54,1,0.2171,0,0.2056,0.0126,3.9171,0.0025,0
100.0,93.33,1,0.2857,0,0.2393,0.0042,3.8088,0.0,0
97.68,97.94,1,0.296,0,0.2312,0.0206,2.0306,0.0,0
97.44,87.28,1,0.2784,0,0.2763,0.0133,2.0457,0.0225,0
97.1,94.16,1,0.288,0,0.2231,0.0145,3.2534,0.0351,0
97.43,97.02,1,0.204,0,0.2348,0.0226,2.2169,0.0424,0
99.51,94.42,1,0.2453,0,0.2413,0.0408,2.6271,0.0432,0
100.0,95.71,1,0.2158,0,0.2161,0.0418,3.7655,0.0093,0
99.71,92.71,1,0.2621,0,0.2908,0.0242,3.4333,0.0,0
100.0,94.27,1,0.2718,0,0.2092,0.0419,2.6713,0.0101,0
98.76,99.9,1,0.2417,0,0.2627,0.0083,3.7338,0.0058,0
97.41,94.28,1,0.2727,0,0.2878,0.0133,2.4856,0.0,0
100.0,78.7,1,0.2927,0,0.2507,0.008,2.9577,0.0195,0
100.0,91.86,1,0.2883,0,0.2753,0.0461,3.5005,0.0345,0
100.0,90.02,1,0.2386,0,0.2565,0.0378,1.9338,0.0136,0
100.0,89.41,1,0.2522,0,0.2784,0.0384,2.1681,0.0,0
100.0,90.87,1,0.2326,0,0.2187,0.0343,1.5565,0.0,0
97.33,93.97,1,0.2034,0,0.2003,0.0007,2.0429,0.0,0
97.22,85.22,1,0.2499,0,0.228,0.0106,2.1892,0.0165,0
100.0,90.44,1,0.258,0,0.2602,0.0436,2.9304,0.0346,0
98.92,94.65,1,0.2106,0,0.2178,0.0241,1.8417,0.0354,0
100.0,90.7,1,0.2547,0,0.2658,0.0371,3.4479,0.0,0
99.79,100.0,1,0.2947,0,0.203,0.0109,3.6148,0.0436,0
97.7,96.93,1,0.2907,0,0.2911,0.0033,1.7693,0.0032,0
99.68,95.61,1,0.2744,0,0.2876,0.0414,1.6371,0.0092,0
100.0,90.73,1,0.2507,0,0.2751,0.0117,3.6704,0.0,0
100.0,94.52,1,0.269,0,0.2879,0.011,1.9371,0.0,0
100.0,93.31,1,0.2012,0,0.2634,0.02,2.5846,0.0,0
98.08,97.54,1,0.2012,0,0.2076,0.0273,3.0953,0.0136,0
100.0,92.17,1,0.2269,0,0.261,0.0314,3.3783,0.0,0
98.15,99.73,1,0.2964,0,0.2537,0.0463,1.86,0.0,0
100.0,95.01,1,0.2514,0,0.2484,0.0378,2.2698,0.0,0
100.0,91.0,1,0.2251,0,0.2559,0.0263,1.7918,0.0,0
97.4,93.13,1,0.2546,0,0.2934,0.0072,3.7498,0.0,0
99.95,90.23,1,0.2238,0,0.2381,0.0068,2.9075,0.0,0
97.31,96.97,1,0.2881,0,0.2646,0.0065,3.5822,0.0,0
100.0,90.66,1,0.2129,0,0.2853,0.0493,2.8541,0.0,0
100.0,92.17,1,0.2128,0,0.294,0.0406,2.9241,0.0517,0
99.86,94.82,1,0.219,0,0.2308,0.0043,2.047,0.0074,0
100.0,97.43,1,0.2737,0,0.2449,0.0152,2.5573,0.0307,0
97.27,92.06,1,0.2835,0,0.2668,0.0161,2.6106,0.0,0
99.46,93.55,1,0.203,0,0.214,0.0158,3.7111,0.0321,0
100.0,92.92,1,0.2856,0,0.263,0.0003,2.0388,0.0059,0
100.0,86.21,1,0.2052,0,0.2052,0.0216,1.6199,0.0,0
98.91,98.59,1,0.2796,0,0.2962,0.0429,3.1525,0.0242,0
99.36,90.84,1,0.2386,0,0.2708,0.0054,1.7502,0.0,0
100.0,91.2,1,0.2741,0,0.2042,0.0032,2.053,0.0086,0
97.34,90.47,1,0.2118,0,0.2714,0.0324,2.3291,0.0,0
100.0,88.78,1,0.2838,0,0.2087,0.0386,2.5428,0.0,0
100.0,94.14,1,0.2559,0,0.2084,0.0122,2.0488,0.0,0
50.9,72.38,1,0.2006,0,0.2012,0.0454,1.6577,0.6322,1
100.0,92.15,1,0.2687,0,0.2333,0.0341,1.7253,0.0,0
99.79,91.36,1,0.2917,0,0.2011,0.0238,3.7754,0.0,0
98.11,92.25,1,0.2421,0,0.2263,0.04,1.5998,0.0451,0
100.0,92.75,1,0.2071,0,0.2587,0.0162,1.8115,0.0218,0
100.0,90.38,1,0.205,0,0.2948,0.0135,2.4779,0.0207,0
100.0,91.14,1,0.2367,0,0.2905,0.0131,1.5846,0.0,0
100.0,90.48,1,0.2936,0,0.2918,0.0092,2.4488,0.051,0
99.55,90.97,1,0.2534,0,0.2877,0.0439,3.8889,0.0517,0
98.29,90.45,1,0.2825,0,0.2157,0.0196,2.7259,0.0,0
97.82,92.14,1,0.2974,0,0.255,0.0437,2.9005,0.0,0
61.67,64.4,1,0.283,0,0.249,0.0442,1.8721,0.6896,1
100.0,81.96,1,0.2221,0,0.2718,0.0066,2.3119,0.0,0
99.63,93.52,1,0.2083,0,0.2591,0.002,3.8833,0.0409,0
99.71,95.29,1,0.2297,0,0.278,0.0484,3.1645,0.0264,0
100.0,92.88,1,0.277,0,0.2873,0.0106,3.0144,0.0147,0
38.57,56.04,1,0.2477,0,0.2785,0.0191,3.0539,0.7545,1
100.0,91.54,1,0.2702,0,0.2228,0.0065,3.6623,0.042,0
97.32,94.29,1,0.2181,0,0.2556,0.0473,2.4144,0.0,0
49.44,54.16,0,0.7951,1,0.7002,3.072,3.2272,0.7432,1
99.08,96.74,1,0.2626,0,0.2261,0.0404,1.6368,0.0,0
100.0,85.08,1,0.2628,0,0.2623,0.043,3.2502,0.0082,0
100.0,88.8,1,0.2966,0,0.2321,0.0462,2.2888,0.0,0
99.32,95.56,1,0.2109,0,0.2862,0.023,2.2459,0.0,0
100.0,93.64,1,0.2527,0,0.2842,0.0281,3.9253,0.002,0
100.0,96.57,1,0.2871,0,0.2255,0.0254,2.3376,0.01,0
99.0,95.98,1,0.2319,0,0.2019,0.0269,2.0846,0.0,0
100.0,92.56,1,0.2138,0,0.2859,0.0121,3.3544,0.0,0
100.0,91.15,1,0.2677,0,0.2937,0.0289,2.0349,0.0,0
100.0,94.21,1,0.2654,0,0.2346,0.013,2.2211,0.0449,0
100.0,91.81,1,0.2033,0,0.2354,0.0292,2.4981,0.0,0
98.26,91.27,1,0.285,0,0.2415,0.0412,2.6885,0.0,0
98.51,93.47,1,0.2942,0,0.2786,0.0001,3.4798,0.028,0
100.0,90.16,1,0.298,0,0.296,0.0432,2.8055,0.0,0
53.78,71.48,0,0.7863,1,0.7146,1.681,3.5179,0.7804,1
97.59,89.14,1,0.2015,0,0.2703,0.0305,3.7745,0.0,0
100.0,98.37,1,0.2747,0,0.235,0.0128,3.814,0.0,0
98.14,96.43,1,0.2198,0,0.2718,0.0499,2.4461,0.0242,0
100.0,99.14,1,0.2683,0,0.2122,0.0308,2.5851,0.0,0
98.13,90.01,1,0.2342,0,0.2927,0.0486,2.8412,0.0,0
97.59,98.39,1,0.278,0,0.241,0.0386,3.3948,0.0143,0
100.0,95.07,1,0.2659,0,0.2601,0.0438,2.5959,0.0025,0
99.15,92.7,1,0.2006,0,0.2666,0.0129,3.3111,0.0,0
100.0,96.56,1,0.2407,0,0.235,0.0322,2.304,0.0,0
100.0,100.0,1,0.2178,0,0.2213,0.0177,2.1218,0.0225,0
100.0,94.96,1,0.2115,0,0.2002,0.0409,3.3395,0.0,0
100.0,94.65,1,0.2339,0,0.2599,0.0488,1.5916,0.0417,0
100.0,97.36,1,0.2709,0,0.2758,0.0107,1.7782,0.0084,0
97.48,97.12,1,0.2235,0,0.2471,0.0368,1.5388,0.0252,0
98.21,89.15,1,0.2122,0,0.279,0.0373,2.7242,0.0127,0
100.0,95.55,1,0.2131,0,0.293,0.0175,3.9754,0.0472,0
100.0,92.19,1,0.2506,0,0.297,0.0072,1.6732,0.0499,0
100.0,95.94,1,0.2974,0,0.2453,0.016,3.9887,0.0,0
100.0,96.6,1,0.2434,0,0.2367,0.0084,1.5139,0.025,0
100.0,96.12,1,0.2901,0,0.2359,0.0442,2.7975,0.0,0
100.0,94.88,1,0.2729,0,0.2085,0.0414,2.2989,0.0,0
97.98,92.53,1,0.2318,0,0.2864,0.0383,3.8486,0.0,0
98.92,96.9,1,0.2647,0,0.2108,0.0379,2.5268,0.0215,0
100.0,89.44,1,0.2004,0,0.2592,0.02,3.7676,0.02,0
100.0,90.09,1,0.2919,0,0.231,0.0453,3.9942,0.0,0
100.0,85.56,1,0.2349,0,0.2415,0.0405,2.9898,0.0,0
99.77,91.18,1,0.2542,0,0.264,0.0453,3.6989,0.0268,0
98.68,96.92,1,0.2278,0,0.232,0.025,1.8498,0.0,0
98.38,93.33,1,0.2017,0,0.2273,0.0142,3.6313,0.0,0
100.0,92.89,1,0.2306,0,0.2107,0.0324,3.1013,0.0422,0
97.39,90.22,1,0.2367,0,0.2371,0.0341,1.9145,0.0,0
97.4,92.15,1,0.2572,0,0.2997,0.0353,3.5589,0.0003,0
100.0,94.92,1,0.2263,0,0.2932,0.0194,3.9538,0.0316,0
100.0,90.55,1,0.2511,0,0.2258,0.0258,2.7805,0.0,0
100.0,95.99,1,0.2836,0,0.2472,0.0056,2.1893,0.0,0
100.0,94.83,1,0.2531,0,0.2739,0.03,1.825,0.0,0
54.18,62.24,0,0.74,1,0.7706,1.842,1.6226,0.7092,1
99.61,94.88,1,0.2208,0,0.2811,0.0095,3.189,0.0257,0
99.36,88.92,1,0.2473,0,0.2557,0.0246,2.7291,0.0083,0
100.0,89.43,1,0.2716,0,0.2226,0.0174,2.8326,0.018,0
98.15,93.92,1,0.2727,0,0.2336,0.0327,2.2427,0.0,0
100.0,86.47,1,0.2082,0,0.2064,0.0404,1.914,0.0196,0
100.0,95.18,1,0.2362,0,0.2776,0.0205,3.0523,0.0205,0
97.16,94.89,1,0.2297,0,0.2408,0.0417,3.3823,0.0288,0
100.0,92.58,1,0.2344,0,0.2708,0.0087,3.2925,0.0062,0
100.0,91.03,1,0.2626,0,0.2916,0.0318,3.8682,0.0035,0
100.0,100.0,1,0.2096,0,0.2642,0.0215,1.7762,0.0,0
100.0,99.03,1,0.2986,0,0.2297,0.0188,2.6724,0.0444,0
100.0,95.46,1,0.2139,0,0.2231,0.0114,3.8703,0.0,0
100.0,90.51,1,0.2687,0,0.2621,0.0121,2.5172,0.038,0
100.0,92.69,1,0.2003,0,0.264,0.0229,1.8181,0.0,0
100.0,89.93,1,0.2131,0,0.2304,0.0419,2.2113,0.0374,0
98.21,91.32,1,0.2536,0,0.2925,0.0276,1.9427,0.0,0
100.0,91.95,1,0.269,0,0.2572,0.0286,2.7155,0.0368,0
100.0,92.68,1,0.2677,0,0.2699,0.0356,2.7358,0.0036,0
100.0,95.05,1,0.2225,0,0.2206,0.0146,2.6354,0.0,0
100.0,95.92,1,0.2476,0,0.2747,0.019,2.6382,0.0363,0
100.0,90.67,1,0.2476,0,0.2258,0.0424,2.7683,0.0,0
100.0,89.32,1,0.274,0,0.2472,0.0026,3.1984,0.0,0
98.48,95.13,1,0.2328,0,0.2672,0.0257,2.6478,0.0,0
98.91,87.67,1,0.2639,0,0.2056,0.0268,2.3162,0.0,0
97.75,96.75,1,0.2832,0,0.2584,0.0276,2.3189,0.0013,0
98.7,89.78,1,0.2372,0,0.241,0.0381,2.5517,0.0,0
97.87,92.11,1,0.2835,0,0.2621,0.0226,3.0156,0.0009,0
100.0,95.94,1,0.2983,0,0.2026,0.0422,2.8333,0.0,0
100.0,90.55,1,0.2429,0,0.2385,0.017,1.5311,0.0,0
100.0,95.44,1,0.2858,0,0.269,0.017,3.954,0.0,0
100.0,91.3,1,0.2625,0,0.2835,0.0482,2.4696,0.0,0
97.13,96.3,1,0.2746,0,0.2379,0.0162,1.9603,0.0,0
100.0,87.33,1,0.2939,0,0.2144,0.0096,3.5432,0.0,0
100.0,93.12,1,0.2354,0,0.256,0.0276,3.7163,0.0,0
100.0,92.09,1,0.2897,0,0.24,0.0476,3.2599,0.0384,0
100.0,98.69,1,0.263,0,0.2629,0.039,1.5018,0.0184,0
97.59,91.24,1,0.2617,0,0.2097,0.0218,2.0152,0.0418,0
99.47,92.94,1,0.2147,0,0.2876,0.0253,3.4261,0.0,0
99.29,94.79,1,0.2097,0,0.2168,0.0499,2.4686,0.0294,0
100.0,96.09,1,0.2928,0,0.2396,0.0359,2.3154,0.0,0
100.0,88.14,1,0.2412,0,0.2169,0.0051,2.9249,0.0347,0
97.78,93.01,1,0.2873,0,0.2148,0.0305,1.9498,0.0028,0
100.0,94.34,1,0.2341,0,0.2999,0.0471,3.0987,0.0,0
100.0,99.55,1,0.2786,0,0.2571,0.0097,2.1535,0.0159,0
98.44,96.98,1,0.2428,0,0.2453,0.0387,2.5295,0.0,0
99.3,95.18,1,0.2517,0,0.2658,0.0207,2.8338,0.0167,0
100.0,90.19,1,0.2944,0,0.2791,0.0072,3.4236,0.0,0
100.0,93.4,1,0.2121,0,0.2948,0.0419,3.8281,0.0,0
99.51,96.86,1,0.2361,0,0.2675,0.032,3.3977,0.0412,0
100.0,92.05,1,0.2951,0,0.2858,0.0006,2.3223,0.0258,0
53.27,67.18,0,0.2778,0,0.2838,0.0415,3.1319,0.7108,1
100.0,88.49,1,0.2544,0,0.2679,0.0268,3.8952,0.0234,0
100.0,98.74,1,0.244,0,0.225,0.0312,2.4792,0.0316,0
99.44,99.11,1,0.2173,0,0.2545,0.0282,1.5777,0.0,0
97.46,89.71,1,0.2627,0,0.2264,0.0195,3.9215,0.047,0
100.0,93.6,1,0.2932,0,0.2859,0.0068,3.5247,0.0,0
100.0,100.0,1,0.2383,0,0.2,0.0359,1.7815,0.0,0
100.0,94.0,1,0.2753,0,0.2014,0.0342,2.5615,0.0353,0
100.0,85.4,1,0.2437,0,0.2056,0.043,1.95,0.0,0
100.0,93.55,1,0.2897,0,0.2798,0.0307,1.5554,0.0,0
98.85,91.05,1,0.2037,0,0.2369,0.0022,2.4504,0.0319,0
100.0,92.77,1,0.2117,0,0.2792,0.0206,2.9993,0.0,0
100.0,95.45,1,0.2262,0,0.2675,0.0052,1.6698,0.0123,0
100.0,95.52,1,0.2964,0,0.2515,0.0298,2.6343,0.0,0
99.87,90.05,1,0.2439,0,0.2145,0.0102,3.0019,0.0,0
99.5,97.39,1,0.2916,0,0.2827,0.0472,1.7442,0.0007,0
99.06,98.4,1,0.2705,0,0.2836,0.0078,1.818,0.0,0
100.0,96.43,1,0.2194,0,0.2153,0.0416,3.1172,0.0485,0
100.0,90.36,1,0.2789,0,0.2645,0.0304,2.4137,0.0319,0
97.36,88.56,1,0.2016,0,0.2021,0.0154,3.7944,0.0,0
97.9,91.01,1,0.2871,0,0.2212,0.0396,1.8203,0.0,0
100.0,97.99,1,0.2558,0,0.2366,0.0483,3.7432,0.0409,0
98.06,96.48,1,0.2622,0,0.2446,0.0072,2.4526,0.0435,0
100.0,91.4,1,0.2793,0,0.2442,0.042,2.294,0.0505,0
98.15,86.82,1,0.273,0,0.2107,0.0406,3.9312,0.0,0
100.0,88.81,1,0.2695,0,0.218,0.038,2.2969,0.0,0
100.0,88.2,1,0.2732,0,0.2575,0.0135,2.7407,0.0,0
100.0,91.51,1,0.2099,0,0.2957,0.0385,2.0374,0.0,0
98.02,94.4,1,0.2113,0,0.2614,0.004,3.213,0.0,0
98.16,86.44,1,0.2842,0,0.2389,0.0053,1.6145,0.0303,0
100.0,86.5,1,0.2826,0,0.2541,0.0153,3.8798,0.0,0
100.0,90.45,1,0.2101,0,0.2732,0.0129,1.9786,0.0,0
100.0,90.78,1,0.261,0,0.2402,0.0238,3.3649,0.0354,0
100.0,92.54,1,0.2683,0,0.2427,0.0283,2.09,0.0381,0
100.0,89.24,1,0.2458,0,0.2186,0.015,1.9831,0.0,0
100.0,89.61,1,0.2912,0,0.203,0.0348,3.2651,0.0325,0
97.13,87.7,1,0.2306,0,0.2754,0.0003,3.1746,0.0167,0
